name,price,origin,year,date,mileage,energy,gearbox,color,seats,doors,length,ratedHorsePower,powerDIN,consumption,brand,model
RENAULT MEGANE III COUPE CABRIOLET,11780.0,France,2013.0,10/11/2013,114 918 km,Diesel,Manuelle,blanc,4.0,2.0,,6 CV,(DIN) 110 ch,"4,2 L/100 km",RENAULT,MEGANE III COUPE CABRIOLET
HYUNDAI IONIQ 6,59810.0,France,2024.0,02/03/2024,6 420 km,Electrique,Automatique,ABYSS BLACK,5.0,4.0,"4,86 m",4 CV,(DIN) 228 ch,,HYUNDAI,IONIQ 6
SEAT TARRACO,33580.0,France,2020.0,05/10/2020,93 234 km,Diesel,Automatique,blanc,7.0,5.0,"4,74 m",8 CV,(DIN) 150 ch - (moteur) 110 kW,"5,6 L/100 km",SEAT,TARRACO
OPEL ZAFIRA III TOURER,13670.0,France,2016.0,04/11/2016,99 858 km,Essence,Manuelle,marron,7.0,5.0,,8 CV,(DIN) 140 ch,"5,3 L/100 km",OPEL,ZAFIRA III TOURER
HYUNDAI TUCSON IV,50430.0,Importé,2024.0,25/04/2024,6 765 km,Hybride essence électrique,Automatique,noir metal,5.0,5.0,"4,51 m",10 CV,(DIN) 230 ch - (moteur) 132 kW,,HYUNDAI,TUCSON IV
VOLVO XC60 phase 2,19090.0,France,2015.0,04/08/2015,220 350 km,Diesel,Automatique,blanc verni,,5.0,,10 CV,(DIN) 181 ch - (moteur) 133 kW,"4,4 L/100 km",VOLVO,XC60 phase 2
CITROEN C5 AIRCROSS,25810.0,France,2020.0,03/06/2020,56 765 km,Essence,Automatique,orange,5.0,5.0,"4,50 m",10 CV,(DIN) 181 ch,"5,7 L/100 km",CITROEN,C5 AIRCROSS
SKODA SUPERB 3,25710.0,Importé,2020.0,14/07/2020,35 699 km,Diesel,Manuelle,marron,,5.0,,7 CV,(DIN) 150 ch,,SKODA,SUPERB 3
VOLKSWAGEN GOLF VII phase 2,19770.0,France,2018.0,27/12/2018,102 375 km,Diesel,Manuelle,noir,5.0,5.0,"4,26 m",6 CV,(DIN) 116 ch,"4,1 L/100 km",VOLKSWAGEN,GOLF VII phase 2
PEUGEOT 308 (2E GENERATION) SW,27980.0,Importé,2019.0,27/07/2019,48 005 km,Diesel,Automatique,bleu,,5.0,,9 CV,(DIN) 180 ch,,PEUGEOT,308 (2E GENERATION) SW
VOLVO XC40,38590.0,France,2021.0,04/07/2021,119 669 km,Diesel,Automatique,gris metal,5.0,5.0,,10 CV,(DIN) 190 ch - (moteur) 140 kW,5 L/100 km,VOLVO,XC40
LAND ROVER RANGE ROVER SPORT II phase 2,76470.0,France,2020.0,08/10/2020,97 125 km,Hybride essence électrique,Automatique,noir,5.0,5.0,,17 CV,(DIN) 301 ch,,LAND,ROVER RANGE ROVER SPORT II phase 2
PEUGEOT 2008 II,31780.0,France,2023.0,11/10/2023,5 606 km,Diesel,Automatique,GRIS PLATINIUM,,5.0,,7 CV,(DIN) 131 ch,5 L/100 km,PEUGEOT,2008 II
CITROEN C3 III phase 2,19420.0,France,2023.0,13/10/2023,15 555 km,Essence,Manuelle,GRIS PLATINIUM/TOIT NOIR,5.0,5.0,,6 CV,(DIN) 110 ch,"5,3 L/100 km",CITROEN,C3 III phase 2
OPEL VIVARO III,25810.0,France,2021.0,24/01/2022,103 443 km,Diesel,Manuelle,blanc opaque (verni sans reflet),3.0,4.0,"4,61 m",5 CV,(DIN) 102 ch - (moteur) 75 kW,,OPEL,VIVARO III
PEUGEOT 308 II SW phase 2,26630.0,Importé,2019.0,10/10/2019,23 861 km,Essence,Automatique,noir metal,5.0,5.0,,7 CV,(DIN) 130 ch - (moteur) 96 kW,"5,4 L/100 km",PEUGEOT,308 II SW phase 2
PEUGEOT 2008 phase 2,17110.0,France,2019.0,26/12/2019,81 040 km,Essence,Automatique,gris,5.0,5.0,,6 CV,(DIN) 110 ch,"4,1 L/100 km",PEUGEOT,2008 phase 2
PEUGEOT 208 II,15660.0,France,2021.0,29/09/2021,103 503 km,Diesel,Manuelle,gris metal,5.0,5.0,,5 CV,(DIN) 102 ch - (moteur) 75 kW,"4,1 L/100 km",PEUGEOT,208 II
RENAULT CAPTUR II,17320.0,France,2021.0,04/09/2021,100 773 km,Diesel,Automatique,gris,5.0,5.0,,6 CV,(DIN) 116 ch,5 L/100 km,RENAULT,CAPTUR II
PORSCHE PANAMERA,41020.0,France,2014.0,28/11/2014,130 680 km,Essence,Automatique,marron metal,4.0,5.0,,20 CV,(DIN) 299 ch - (moteur) 220 kW,"7,2 L/100 km",PORSCHE,PANAMERA
MERCEDES-AMG GT phase 2,180090.0,France,2021.0,17/08/2021,18 974 km,Essence,Automatique,Argent Iridium Métallisée,2.0,2.0,,47 CV,(DIN) 557 ch - (moteur) 410 kW,"12,7 L/100 km",MERCEDES-AMG,GT phase 2
CITROEN C5 X,46620.0,France,2023.0,26/03/2023,23 554 km,Hybride essence électrique,Automatique,KTV NOIR PERLA NERA,5.0,5.0,,10 CV,(DIN) 224 ch,,CITROEN,C5 X
VOLKSWAGEN GOLF VII,11380.0,France,2016.0,20/11/2016,208 050 km,Diesel,Automatique,noir,5.0,3.0,,5 CV,(DIN) 110 ch,"3,6 L/100 km",VOLKSWAGEN,GOLF VII
AUDI A3 III SPORTBACK phase 2,35220.0,France,2020.0,27/11/2020,56 772 km,Essence,Automatique,Gris,5.0,5.0,"4,31 m",11 CV,(DIN) 190 ch,"6,4 L/100 km",AUDI,A3 III SPORTBACK phase 2
PEUGEOT 2008 II,28400.0,France,2022.0,30/09/2022,34 858 km,Essence,Automatique,platine,5.0,5.0,"4,30 m",7 CV,(DIN) 131 ch,6 L/100 km,PEUGEOT,2008 II
VOLKSWAGEN POLO VI,16030.0,France,2019.0,14/09/2019,74 306 km,Essence,Manuelle,blanc,5.0,5.0,,5 CV,(DIN) 95 ch,"4,6 L/100 km",VOLKSWAGEN,POLO VI
BMW SERIE 3 G21 TOURING,51220.0,France,2021.0,02/03/2021,70 394 km,Diesel,Automatique,gris,5.0,5.0,"4,71 m",10 CV,(DIN) 190 ch,"4,6 L/100 km",BMW,SERIE 3 G21 TOURING
RENAULT TRAFIC III,18040.0,France,2020.0,26/05/2020,114 150 km,Diesel,Manuelle,blanc,3.0,4.0,,5 CV,(DIN) 125 ch,"5,5 L/100 km",RENAULT,TRAFIC III
MERCEDES CLASSE S VII phase 2,147440.0,France,2023.0,11/12/2023,48 790 km,Hybride essence électrique,Automatique,noir metal,5.0,4.0,,25 CV,(DIN) 367 ch - (moteur) 270 kW,,MERCEDES,CLASSE S VII phase 2
TESLA MODEL S,48980.0,France,2017.0,10/02/2017,100 192 km,Electrique,Automatique,bleu,5.0,5.0,,9 CV,(DIN) 340 ch,,TESLA,MODEL S
TESLA MODEL S phase 2,68980.0,France,2018.0,26/07/2018,91 056 km,Electrique,Automatique,GRIS FONCE,,5.0,,9 CV,(DIN) 340 ch,,TESLA,MODEL S phase 2
HYUNDAI TUCSON IV,40110.0,France,2023.0,11/06/2023,18 297 km,Hybride essence électrique,Automatique,noir,5.0,5.0,,10 CV,(DIN) 230 ch,,HYUNDAI,TUCSON IV
AUDI A4 V AVANT phase 3,59020.0,France,2023.0,28/12/2023,19 087 km,Diesel,Automatique,noir,5.0,5.0,"4,76 m",11 CV,(DIN) 204 ch,"5,3 L/100 km",AUDI,A4 V AVANT phase 3
BMW SERIE 4 F82 M4,65980.0,France,2018.0,24/01/2019,92 840 km,Essence,Automatique,argent,,3.0,,34 CV,(DIN) 450 ch,"6,7 L/100 km",BMW,SERIE 4 F82 M4
VOLKSWAGEN TAIGO,25740.0,France,2023.0,06/03/2023,22 099 km,Essence,Manuelle,noir,5.0,5.0,"4,27 m",6 CV,(DIN) 110 ch,"5,4 L/100 km",VOLKSWAGEN,TAIGO
MERCEDES-AMG GT,123030.0,Importé,2018.0,06/09/2018,26 429 km,Essence,Automatique,jaune metal,2.0,3.0,"4,55 m",41 CV,(DIN) 510 ch - (moteur) 375 kW,"9,4 L/100 km",MERCEDES-AMG,GT
PEUGEOT 208 II,20790.0,France,2021.0,07/02/2021,20 158 km,Essence,Manuelle,noir,5.0,5.0,"4,05 m",5 CV,(DIN) 100 ch,"5,5 L/100 km",PEUGEOT,208 II
PORSCHE PANAMERA II,126380.0,France,2018.0,05/02/2018,82 653 km,Hybride essence électrique,Automatique,gris,4.0,5.0,,42 CV,(DIN) 700 ch,,PORSCHE,PANAMERA II
CUPRA FORMENTOR,43850.0,France,2022.0,15/03/2022,50 624 km,Hybride essence électrique,Automatique,*******,5.0,5.0,,8 CV,(DIN) 245 ch,"1,5 L/100 km",CUPRA,FORMENTOR
AUDI A1 II SPORTBACK,32160.0,France,2020.0,09/12/2020,51 060 km,Essence,Automatique,gris,5.0,5.0,,11 CV,(DIN) 200 ch,7 L/100 km,AUDI,A1 II SPORTBACK
DS 9,68180.0,France,2023.0,16/11/2023,124 km,Hybride essence électrique,Automatique,gris,5.0,4.0,,11 CV,(DIN) 200 ch - (moteur) 147 kW,,DS,9
MERCEDES CLASSE A IV,35680.0,France,2022.0,05/06/2022,25 743 km,Hybride essence électrique,Automatique,gris foncé,5.0,5.0,,8 CV,(DIN) 161 ch,1 L/100 km,MERCEDES,CLASSE A IV
FORD B-MAX,13670.0,France,2018.0,25/08/2018,101 405 km,Diesel,Manuelle,gris anthracite metal,,5.0,,5 CV,(DIN) 95 ch - (moteur) 70 kW,"3,6 L/100 km",FORD,B-MAX
PEUGEOT 308 II,17120.0,France,2016.0,05/12/2016,65 228 km,Essence,Automatique,blanc,5.0,5.0,"4,25 m",7 CV,(DIN) 131 ch,"4,1 L/100 km",PEUGEOT,308 II
RENAULT ARKANA,29050.0,Importé,2023.0,17/03/2023,9 734 km,Hybride essence électrique,Automatique,bleu,,5.0,,7 CV,(DIN) 140 ch - (moteur) 103 kW,,RENAULT,ARKANA
PORSCHE 718 BOXSTER,91980.0,France,2020.0,23/10/2020,42 769 km,Essence,Automatique,noir,2.0,2.0,,25 CV,(DIN) 366 ch,9 L/100 km,PORSCHE,718 BOXSTER
RENAULT ZOE phase 2,19980.0,France,2021.0,21/02/2021,63 750 km,Electrique,Automatique,noir,5.0,5.0,"4,09 m",1 CV,(DIN) 69 ch,,RENAULT,ZOE phase 2
PORSCHE PANAMERA II SPORT TURISMO,114980.0,France,2020.0,21/03/2020,51 750 km,Hybride essence électrique,Automatique,gris,,5.0,,19 CV,(DIN) 462 ch,,PORSCHE,PANAMERA II SPORT TURISMO
VOLVO V60 phase 2,23710.0,Importé,2019.0,02/12/2019,74 580 km,Diesel,Automatique,noir metal,5.0,5.0,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"4,2 L/100 km",VOLVO,V60 phase 2
MAZDA MX5 IV ST,31900.0,France,2021.0,03/03/2021,33 208 km,Essence,Manuelle,blanc nacre,2.0,2.0,,10 CV,(DIN) 184 ch - (moteur) 135 kW,"6,9 L/100 km",MAZDA,MX5 IV ST
AUDI RS3 III BERLINE,96030.0,France,2023.0,05/12/2023,11 277 km,Essence,Automatique,blanc,5.0,4.0,,28 CV,(DIN) 400 ch,"8,9 L/100 km",AUDI,RS3 III BERLINE
PEUGEOT 5008 (2E GENERATION),38400.0,Importé,2022.0,19/07/2022,58 346 km,Essence,Automatique,blanc,,5.0,,7 CV,(DIN) 130 ch,,PEUGEOT,5008 (2E GENERATION)
BMW X2 F39,49960.0,France,2020.0,03/03/2020,82 229 km,Essence,Automatique,MISANO BLAU METALLIC,5.0,5.0,,19 CV,(DIN) 306 ch,"6,9 L/100 km",BMW,X2 F39
AUDI Q5 (2E GENERATION),49180.0,Importé,2020.0,01/01/2021,58 071 km,Diesel,Automatique,noir,5.0,5.0,,10 CV,(DIN) 190 ch,,AUDI,Q5 (2E GENERATION)
PEUGEOT 408,47200.0,France,2024.0,11/05/2024,1 220 km,Essence,Automatique,Noir Perla Nera P. M.,5.0,5.0,,7 CV,(moteur) 96 kW,6 L/100 km,PEUGEOT,408
BMW X2 F39,44380.0,France,2022.0,29/06/2022,32 737 km,Hybride essence électrique,Automatique,NOIR,5.0,5.0,,6 CV,(DIN) 220 ch,,BMW,X2 F39
AUDI A6 V AVANT,61540.0,France,2022.0,29/01/2023,90 967 km,Hybride essence électrique,Automatique,Blanc,5.0,5.0,,15 CV,(DIN) 299 ch,"1,3 L/100 km",AUDI,A6 V AVANT
MERCEDES CLASSE C IV COUPE AMG phase 2,100180.0,France,2019.0,09/02/2019,64 900 km,Essence,Automatique,noir mat,4.0,2.0,,42 CV,(DIN) 510 ch - (moteur) 375 kW,"10,1 L/100 km",MERCEDES,CLASSE C IV COUPE AMG phase 2
CITROEN JUMPY III FOURGON,25180.0,France,2021.0,26/11/2021,139 710 km,Diesel,Manuelle,blanc,3.0,4.0,"5,31 m",7 CV,(DIN) 122 ch,,CITROEN,JUMPY III FOURGON
PEUGEOT 308 II SW phase 2,12980.0,France,2020.0,25/06/2020,176 757 km,Essence,Automatique,bleu,5.0,5.0,"4,59 m",6 CV,(DIN) 131 ch,"5,1 L/100 km",PEUGEOT,308 II SW phase 2
PEUGEOT 2008 II,32080.0,France,2023.0,17/10/2023,2 457 km,Diesel,Automatique,GRIS ARTENSE,5.0,5.0,,7 CV,(DIN) 131 ch,5 L/100 km,PEUGEOT,2008 II
AUDI A4 V AVANT phase 3,57800.0,France,2023.0,13/08/2023,32 690 km,Diesel,Automatique,Gris,5.0,5.0,"4,76 m",9 CV,(DIN) 163 ch,"4,8 L/100 km",AUDI,A4 V AVANT phase 3
JEEP RENEGADE,21030.0,France,2019.0,23/04/2019,90 870 km,Diesel,Manuelle,gris,5.0,5.0,,6 CV,(DIN) 120 ch,4 L/100 km,JEEP,RENEGADE
ALFA ROMEO GIULIA II phase 2,50360.0,France,2024.0,31/10/2024,11 km,Essence,Automatique,rouge metal,5.0,4.0,,11 CV,(DIN) 201 ch - (moteur) 148 kW,7 L/100 km,ALFA,ROMEO GIULIA II phase 2
AUDI Q5 II,41800.0,France,2019.0,12/04/2019,162 452 km,Diesel,Automatique,Bleu,5.0,5.0,,9 CV,(DIN) 163 ch,5 L/100 km,AUDI,Q5 II
PEUGEOT 308 II phase 2,22550.0,France,2020.0,25/11/2020,56 385 km,Essence,Automatique,gris foncé,5.0,5.0,"4,25 m",6 CV,(DIN) 130 ch,"5,1 L/100 km",PEUGEOT,308 II phase 2
PEUGEOT 208 II,26020.0,France,2023.0,20/08/2023,12 km,Essence,Manuelle,gris,5.0,5.0,,5 CV,(DIN) 101 ch,"5,1 L/100 km",PEUGEOT,208 II
SEAT ARONA phase 2,21260.0,France,2023.0,23/09/2023,9 247 km,Essence,Manuelle,rouge,5.0,5.0,,5 CV,(DIN) 95 ch,"5,4 L/100 km",SEAT,ARONA phase 2
BMW X3 G01,44270.0,France,2019.0,24/08/2019,69 852 km,Diesel,Automatique,argent metal,,5.0,,11 CV,(DIN) 190 ch - (moteur) 140 kW,"5,5 L/100 km",BMW,X3 G01
OPEL INSIGNIA II GRAND SPORT,22570.0,France,2020.0,12/10/2020,30 521 km,Diesel,Automatique,NOIR,5.0,5.0,"4,90 m",7 CV,(DIN) 136 ch,"5,2 L/100 km",OPEL,INSIGNIA II GRAND SPORT
MERCEDES GLC COUPE,70240.0,France,2021.0,31/01/2022,21 323 km,Hybride essence électrique,Automatique,noir,5.0,5.0,,12 CV,(DIN) 211 ch - (moteur) 155 kW,,MERCEDES,GLC COUPE
LEXUS IS III,21180.0,France,2014.0,27/01/2015,167 821 km,Hybride essence électrique,Automatique,gris metal,,4.0,,9 CV,(DIN) 181 ch - (moteur) 164 kW,"4,9 L/100 km",LEXUS,IS III
HYUNDAI TUCSON IV,50840.0,Importé,2024.0,23/06/2024,6 820 km,Hybride essence électrique,Automatique,noir metal,5.0,5.0,"4,51 m",10 CV,(DIN) 230 ch - (moteur) 132 kW,,HYUNDAI,TUCSON IV
